GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests
30001,Beaverhead County,38.48754571844226,6.769961660470992,48.444831662016284,242.75
30003,Big Horn County,18.07920853062775,5.766241375584174,60.97933704852639,223.75
30005,Blaine County,22.761769616914187,10.096352276004879,24.707300709473333,88.5
30007,Broadwater County,16.018428720385877,5.692894440803481,103.36812519653206,140.75
30009,Carbon County,28.855460692569704,5.413721414352228,59.09583800136126,537.5
30011,Carter County,41.03483333333333,42.44433482142857,300.28125,17.0
30013,Cascade County,72.14351510566159,12.151949640754877,30.3014596018625,3496.25
30015,Chouteau County,30.1265251011303,18.167028691348108,36.632971609832296,83.75
30017,Custer County,102.35024839752342,36.57252940275723,35.80493611332347,158.75
30019,Daniels County,34.078232726423906,26.147576447245562,8.453081232492998,21.75
30021,Dawson County,127.7115943804545,53.23983937924953,81.71613942038542,168.5
30023,Deer Lodge County,64.27864808385624,7.901502747731592,61.25904935843446,249.75
30025,Fallon County,104.13129514590347,103.0457771043771,84.05426487093153,38.75
30027,Fergus County,60.6681535192255,35.43072972094292,68.53491143424748,143.5
30029,Flathead County,58.466414805208146,10.452177195926312,37.62671019944372,6557.5
30031,Gallatin County,71.4716838196949,20.003397937973947,34.44762966961737,5553.5
30033,Garfield County,30.539777564102565,54.97559294871795,172.36089743589744,8.0
30035,Glacier County,55.903426549236386,11.05321541450379,82.75069264456492,141.0
30037,Golden Valley County,81.5252080808081,122.66608181818181,37.644444444444446,7.333333333333333
30039,Granite County,14.291806331419963,9.97206390652988,124.38290587852141,92.5
30041,Hill County,71.9225048227942,12.520509276753877,36.72753738005878,385.0
30043,Jefferson County,37.146364410919475,7.544111044602841,63.57617462975804,470.75
30045,Judith Basin County,12.583462758808814,6.884945956195445,136.03437366936342,33.75
30047,Lake County,47.47443536760107,8.902727522513363,61.121213764463484,1392.0
30049,Lewis and Clark County,61.053157478751025,12.232215538253952,43.98733948060389,2501.0
30051,Liberty County,10.724201593137254,5.683346312388593,36.765151515151516,13.75
30053,Lincoln County,21.92708504837714,6.5516576873156875,100.64708947915634,451.0
30055,McCone County,55.72116516290727,155.54401312656643,49.86954887218045,16.75
30057,Madison County,17.401056674117353,12.99842334719047,90.83852518436622,194.0
30059,Meagher County,23.410561717937963,11.989840024587282,46.90077560241455,97.0
30061,Mineral County,13.494766366102132,4.039805739730084,44.041960877844986,107.25
30063,Missoula County,75.5338917187949,12.442206983623695,35.51114887358832,5396.25
30065,Musselshell County,51.22893857194767,82.5029812318314,79.88372093023256,56.75
30067,Park County,36.54904090416249,10.242685865610326,68.06964097483326,762.75
30069,Petroleum County,23.53908333333333,30.169104166666667,324.0,7.75
30071,Phillips County,12.328492995746943,3.8695166135034555,25.339354066985646,44.75
30073,Pondera County,13.16853756694833,2.973149505509808,47.35291627093308,84.75
30075,Powder River County,17.637744797530257,5.594614595060512,152.3810424289333,18.5
30077,Powell County,42.42359824680741,8.641111629277468,93.39583175424373,221.5
30079,Prairie County,68.00508854166667,66.636359375,67.01041666666667,6.0
30081,Ravalli County,33.82572770671041,7.944573528215797,63.723221942188054,2836.75
30083,Richland County,81.65504866467076,54.42994795600148,82.25101213170512,204.5
30085,Roosevelt County,17.255989056600168,10.327408292249483,40.45005178475885,96.5
30087,Rosebud County,19.643899555075567,8.87900319224693,48.61083949057253,154.5
30089,Sanders County,12.376092485063511,7.405833528147212,56.378536804119065,412.75
30091,Sheridan County,20.792317918251307,16.782982799644405,32.92611158060093,99.75
30093,Silver Bow County,71.66318431723363,11.735706737178553,49.49573284946843,921.75
30095,Stillwater County,53.85031556451613,12.353837715053764,133.5490322580645,157.5
30097,Sweet Grass County,45.65977031947824,7.973526238661876,66.89859859902562,110.0
30099,Teton County,29.102229249534254,30.092579493453396,32.116480604895045,78.75
30101,Toole County,17.876571693121694,6.639549537037038,45.342989417989415,25.75
30103,Treasure County,22.145850000000003,21.532420833333333,165.10416666666666,5.25
30105,Valley County,19.09029068200911,10.260105348766746,57.17019463910989,173.0
30107,Wheatland County,13.386991071428572,4.457316628264208,49.29123463901689,17.0
30109,Wibaux County,10.933257575757576,1.7059090909090908,58.55492424242424,6.25
30111,Yellowstone County,85.72766843590021,13.699100659988506,20.23428083451978,6762.75
